"產地","主旨","原因","進口商名稱","進口商地址","貨品分類號列","檢驗方法","不合格原因暨檢出量詳細說明","法規限量標準","製造廠或出口商名稱","製造商代碼","牌名","重量","處置情形","發布日期","報驗受理日期","附圖"
"菲律賓","冷凍旭蟹 ","重金屬含量不符規定","54508258 民御貿易有限公司","臺中市豐原區豐西里1鄰豐西街145號1樓","0306.14.29.90-3","110年8月26日衛授食字第1101901802號公告「水產動物類、禽畜產品類及蜂蜜中重金屬檢驗方法(MOHWH0028.00)」","檢出鎘1.0 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘於甲殼類之可食肌肉（包括附肢肌肉）限量為0.5 mg/kg，不符合食品安全衛生管理法第17條規定。","AI PREMIERE MARKETING CORP.","","","60.00  KGM/60.00  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/01","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639026257221701706"
"泰國","冷凍旭蟹","重金屬含量不符規定","83304465 澄衛國際貿易有限公司","新北市三重區仁愛街749號地下一層","0306.14.29.90-3","衛生福利部110.08.26衛授食字第1101901802號公告檢驗方法「水產動物類、禽畜產品類及蜂蜜中重金屬檢驗方法」(MOHWH0028.00)【自110.08.26生效】","檢出鎘0.7 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘於甲殼類之可食肌肉(包括附肢肌肉)限量為0.5 mg/kg，不符合食品安全衛生管理法第17條規定。","SEASPIRE PHUKET CO., LTD.","1338                                                                                                                                                                                                    ","","456.00  KGM/456.00  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/08","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639026255581888642"
"中國大陸","桂花","農藥殘留含量不符規定","16956851 南穎昌貿易有限公司","臺南市南區建南里興隆路273號1樓","1211.90.92.29-0","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－磷化氫之檢驗(TFDAP0025.01)」【自112.04.20生效】","檢出殘留農藥磷化氫0.066 ppm","依據「農藥殘留容許量標準」，磷化氫於草木本植物為不得檢出，應低於檢測方法之定量極限0.005 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","GUANGZHOU ZHENDI BIO-PHARMACEUTICAL CO., LTD.","","","540.00  KGM/540.00  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/05","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639026255710603545"
"越南","速食麵 ","農藥殘留含量不符規定","53561579 馥敦有限公司","新北市五股區水碓一路30號2樓","1902.30.10.10-7","食品藥物管理署公開建議檢驗方法「食品中環氧乙烷及其反應產物2-氯乙醇之檢驗方法」(TFDAP0022.04)【自112.07.05生效】","乾燥蔬菜包檢出殘留農藥環氧乙烷0.1 mg/kg","依據「農藥殘留容許量標準」，環氧乙烷不得檢出，應低於檢測方法之定量極限0.1 mg/kg，不符合食品安全衛生管理法第15條第1項第5款規定。","ASIA FOOD TECHNOLOGY JSC","","CUNG DINH","899.00  CTN/2,292.45  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/08","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639026255844404175"
"印尼","白胡椒原粒","農藥殘留含量不符規定","28073947 御博生物科技有限公司","臺中市西區永安街28號1樓","0904.11.20.00-0","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽速安0.07 ppm","依據「農藥殘留容許量標準」，賽速安以其他* 0.05 ppm為法規容許值，不符合食品安全衛生管理法第15條第1項第5款規定。","PT SEJAHTERA","","","3,395.00  KGM/3,395.00  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/09","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639026256042808313"
"法國","乾燥羊肚蕈","農藥殘留含量不符規定","86321591 東遠國際有限公司","新北市新店區中正路四維巷8弄8號(1樓)","0712.39.90.90-6","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥草滅淨0.14 ppm","依據「農藥殘留容許量標準」，草滅淨於蕈菜類為不得檢出，應低於檢測方法之定量極限0.05 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","BORDE","","P&P SELECTED","180.00  PCE/90.00  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/10","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639039107332794579"
"羅馬尼亞","新鮮白松露","重金屬含量不符規定","30879407 盈發工程股份有限公司","台北市文山區羅斯福路6段122號4樓","0709.56.00.00-7","衛生福利部109.07.01訂定「菇蕈類中重金屬檢驗方法」(MOHWH0025.00)","檢出鎘4 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘於菇蕈類限量為2 mg/kg，不符合食品安全衛生管理法第17條規定。","PLANTIN SAS","","","0.12  KGM/0.12  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/10","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639026256292895251"
"日本","鮮哈密瓜","農藥殘留含量不符規定","00240315 東欣水果有限公司","新北市板橋區廣權路109號2樓","0807.19.90.00-5","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥滅派林0.02 ppm","依據「農藥殘留容許量標準」，滅派林於哈密瓜為不得檢出，應低於檢測方法之定量極限0.01 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","SACHIKAWA","","","35.50  KGM/35.50  ","案內不符合商品依規定退運或銷毀。","2025/12/30","2025/12/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639026256391206603"
"日本","鮮草莓","農藥殘留含量不符規定","43929859 上佳水果有限公司","台北市萬華區國興路84號6樓之1","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽芬蟎3.0 ppm","依據「農藥殘留容許量標準」，賽芬蟎於草莓容許量為2.0 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","SHIN A CO., LTD.","","","2,488.00  CAS/1,345.88  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/14","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032898936368590"
"日本","鮮草莓","農藥殘留含量不符規定","43929859 上佳水果有限公司","台北市萬華區國興路84號6樓之1","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽芬蟎3.9 ppm","依據「農藥殘留容許量標準」，賽芬蟎於草莓容許量為2.0 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","SHIN A CO., LTD.","","","2,532.00  CAS/1,357.44  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899020273589"
"日本","鮮草莓","農藥殘留含量不符規定","00156560 青禾農產有限公司","台北市中山區建國北路2段92號地下一層","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥因得克0.08 ppm","依據「農藥殘留容許量標準」，因得克以其他(蔬果類)*0.01 ppm為法規容許值，不符合食品安全衛生管理法第15條第1項第5款規定。","WISMETTAC FOODS, INC","熊本                                                                                                                                                                                                    ","189-01880056","32.00  BDL/80.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899130468361"
"日本","鮮草莓","農藥殘留含量不符規定","00156560 青禾農產有限公司","台北市中山區建國北路2段92號地下一層","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥因得克0.08 ppm","依據「農藥殘留容許量標準」，因得克以其他(蔬果類)*0.01 ppm為法規容許值，不符合食品安全衛生管理法第15條第1項第5款規定。","WISMETTAC FOODS,INC","","189-01880060","61.00  BDL/152.50  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/17","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899251260176"
"日本","鮮草莓","農藥殘留含量不符規定","00156560 青禾農產有限公司","台北市中山區建國北路2段92號地下一層","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥因得克0.11 ppm","依據「農藥殘留容許量標準」，因得克以其他(蔬果類)*0.01 ppm為法規容許值，不符合食品安全衛生管理法第15條第1項第5款規定。","WISMETTAC FOODS,INC","","189-01880071","50.00  BDL/125.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/19","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899333182753"
"日本","鮮草莓","農藥殘留含量不符規定","93550633 洋珍國際有限公司","高雄市苓雅區中正二路93號12樓之2","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽芬蟎5.0 ppm","依據「農藥殘留容許量標準」，賽芬蟎於草莓容許量為2.0 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","SANGOKUDO CO., LTD.","","","605.00  CTN/322.30  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/18","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899425827209"
"法國","乾酪","微生物含量不符規定","55743408 台灣侍酒魂有限公司","新北市中和區中正路904號3樓","0406.90.00.00-1","衛生福利部110.10.6部授食字第1101902155號公告修正「食品微生物之檢驗方法-大腸桿菌之檢驗(MOHWM0023.02)」","檢出大腸桿菌23 MPN/g、23 MPN/g、23 MPN/g、23 MPN/g","依據「食品中微生物衛生標準」，大腸桿菌於乾酪類之檢驗結果判定，5個樣品中，允許有≦2個樣品之微生物檢驗值介於10 MPN/g(mL)和100 MPN/g(mL)之間，但不得有任何一個樣品之檢驗值＞100 MPN/g(mL)，不符合食品安全衛生管理法第17條規定。","FROMAGERIE BOUCHET","FR 74.031.060 CE                                                                                                                                                                                        ","BOUCHET AFFINEUR","9.63  KGM/9.63  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/07","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899504048734"
"法國","乾酪","微生物含量不符規定","55743408 台灣侍酒魂有限公司","新北市中和區中正路904號3樓","0406.90.00.00-1","衛生福利部110.10.6部授食字第1101902155號公告修正「食品微生物之檢驗方法-大腸桿菌之檢驗(MOHWM0023.02)」","檢出大腸桿菌75 MPN/g、460 MPN/g、43 MPN/g、43 MPN/g、240 MPN/g","依據「食品中微生物衛生標準」，大腸桿菌於乾酪類之檢驗結果判定，5個樣品中，允許有≦2個樣品之微生物檢驗值介於10 MPN/g(mL)和100 MPN/g(mL)之間，但不得有任何一個樣品之檢驗值＞100 MPN/g(mL)，不符合食品安全衛生管理法第17條規定。","FROMAGERIE DE BEAUMONCEL","FR 61.071.001 CE                                                                                                                                                                                        ","FROMAGERIE DE BEAUMONCEL","12.00  PCE/3.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/07","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899612039844"
"埃及","羅勒葉","農藥殘留含量不符規定","34097313 小磨坊國際貿易股份有限公司","台中市西屯區工業區一路70號7樓之1","1211.90.92.29-0","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥依芬寧0.21 ppm","依據「農藥殘留容許量標準」，依芬寧於小葉菜類為不得檢出，應低於檢測方法之定量極限0.05 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","AL DAHLIA COMPANY FOR IMP AND EXP","","","5,000.00  KGM/5,000.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/11","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899712894894"
"中國大陸","菜脯米","農藥殘留含量不符規定","22468253 信和股份有限公司","新北市五股區五股工業區五權五路六號","0712.90.90.90-2","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥福賽絕0.05 ppm","依據「農藥殘留容許量標準」，福賽絕於根莖菜類為不得檢出，應低於檢測方法之定量極限0.05 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","NINGXIA HAOKANG HAOWU TRADING CO.,LTD.","","EAGLE","20,700.00  KGM/20,700.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899794976545"
"中國大陸","冷凍黃秋葵","農藥殘留含量不符規定","70361771 祥亮行銷事業股份有限公司","新北市林口區宏昌街66號","0710.80.90.90-6","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－多重殘留分析方法(六)」(TFDAP0007.04)【自112.04.20生效】","檢出殘留農藥勃激素A3 0.01 ppm","依據「農藥殘留容許量標準」，勃激素A3於秋葵為不得檢出，應低於檢測方法之定量極限0.01 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","QINGDAO SUN REACH FOOD CO., LTD.","","祥亮行銷","10,000.00  KGM/10,000.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/11","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032900660988266"
"泰國","冷凍旭蟹","重金屬含量不符規定","94067171 富嘉水產有限公司","高雄市前鎮區永豐路185號3樓","0306.14.29.90-3","110年8月26日衛授食字第1101901802號公告「水產動物類、禽畜產品類及蜂蜜中重金屬檢驗方法(MOHWH0028.00)」","檢出鎘2.1 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘於甲殼類之可食肌肉（包括附肢肌肉）限量為0.5 mg/kg，不符合食品安全衛生管理法第17條規定。","Chung Long Oceanic Co., Ltd.","1274                                                                                                                                                                                                    ","","19,830.00  KGM/19,830.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/11","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032900750140418"
"泰國","炒粿條","甜味劑含量不符規定","12700801 北岸有限公司","臺北市大同區重慶北路3段338號7樓","9825.71.00.50-8","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑糖精0.13 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，不符合食品安全衛生管理法第18條第1項規定。","AURA FOOD CO., LTD.","","THANYATHORN","30.00  CTN/360.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/11/04","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032900822317063"
"中國大陸","蛋糕用刀叉組","容器具-溶出試驗不符規定","60518031 高川有限公司","新北市新莊區五工路84號4樓","3924.10.00.40-7","衛生福利部107年9月20日衛授食字第1071901800號公告修正「食品器具、容器、包裝檢驗方法-聚苯乙烯塑膠類之檢驗」","案內產品以4％醋酸（60℃,30分鐘）溶出試驗結果，其中2件蒸發殘渣值分別為36 ppm(刀)、37 ppm(叉)","依據「食品器具容器包裝衛生標準」，以聚苯乙烯為合成原料之塑膠類，其溶出試驗4％醋酸（60℃,30分鐘）蒸發殘渣合格標準為30 ppm以下，不符合食品安全衛生管理法第17條規定。","河北柯创烛业有限公司","","","3,000.00  PCE/41.60  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/11/20","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032900895189995"
"西班牙","軟糖 ","含非法定著色劑","53091253 迦淂浰股份有限公司","新北市中和區中正路736號14樓之2","1704.90.00.90-9","1.衛生福利部102.09.06部授食字第1021950329號公告-食品中著色劑之檢驗方法(MOHWA0016.01)2.衛生福利部114.05.07衛授食字第1141200255號公告-建議檢驗方法「食品中著色劑之檢驗方法－多重分析方法(二)」(TFDAA0070.03)","檢出著色劑偶氮玉紅","依「食品添加物使用範圍及限量暨規格標準」，偶氮玉紅非屬表列准用之食品添加物，不符合食品安全衛生管理法第18條第1項規定。","VIDAL GOLOSINAS, S.A.","","VIDAL","28,994.00  PCE/2,464.49  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/11/27","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032900972850118"
"澳大利亞","薄荷茶","農藥殘留含量不符規定","24404919 傅利德國際有限公司","臺北市松山區南京東路4段1號2樓","1211.90.91.61-0","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥陶斯松0.07 ppm","依據「農藥殘留容許量標準」，陶斯松於草木本植物為不得檢出，應低於檢測方法之定量極限0.03 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","MADURA TEA ESTATES","","MADURA","14.00  CTN/2.52  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/11/28","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032901043273813"
"日本","鮮甘藷","農藥殘留含量不符規定","82966901 日島貿易有限公司","臺北市中山區南京東路1段34號7樓","0714.20.10.00-1","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥芬普尼0.003 ppm、芬普尼代謝物0.003 ppm，芬普尼及其代謝物之加總為0.006 ppm","依據「農藥殘留容許量標準」，芬普尼及其代謝物於甘藷容許量為0.002 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","株式会社ひのでや","","IBARAKI","350.00  CTN/1,750.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/05","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032901126820266"
"日本","鮮甘藷","農藥殘留含量不符規定","82966901 日島貿易有限公司","台北市中山區南京東路1段34號7樓","0714.20.10.00-1","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥芬普尼0.002 ppm、芬普尼代謝物0.003 ppm，芬普尼及其代謝物之加總為0.005 ppm","依據「農藥殘留容許量標準」，芬普尼及其代謝物於甘藷容許量為0.002 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","CITY SEIKA NARITA SHIJO CO.,LTD.","茨城                                                                                                                                                                                                    ","","320.00  BOX/1,600.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/19","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032901234798689"
"日本","山椒粉","農藥殘留含量不符規定","82994385 豊漁貿易有限公司","新北市三重區光復路2段88巷22弄6號","0910.99.90.00-2","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出亞滅培0.54 ppm、克凡派4.18 ppm、克收欣12.91 ppm、滅大松0.13 ppm","依據「農藥殘留容許量標準」，亞滅培、克凡派、克收欣皆以其他* 0.05 ppm為法規容許值，滅大松為不得檢出，應低於檢測方法之定量極限0.05 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","株式会社竹內商店","","","0.32  KGM/0.32  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/05","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032901310285230"
"美國","冷凍雞腿","動物用藥殘留含量不符規定","83551872 鼎泰珍國際實業有限公司","彰化縣溪州鄉瓦厝村中山路三段393號2樓","0207.14.11.00-2","衛生福利部111.08.04衛授食字第1111901342號公告檢驗方法「食品中動物用藥殘留量檢驗方法－硝基呋喃代謝物之檢驗」(MOHWV0040.07)","檢出硝基砆喃代謝物Semicarbazide (SC) 1.1 ppb","依據「動物用藥殘留標準」，硝基呋喃代謝物於食品中為不得檢出，不符合食品安全衛生管理法第15條第1項第5款規定。","PERDUE FOODS LLC","P18285                                                                                                                                                                                                  ","PERDUE FOODS","58,004.78  LBR/26,310.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/08","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032901406648742"
"中國大陸","鮮藍莓","農藥殘留含量不符規定","66518006 碩璿國際貿易有限公司","新北市八里區龍米路1段237號7樓","0810.40.10.00-0","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥滅脫定0.05 ppm","依據「農藥殘留容許量標準」，滅脫定於藍莓為不得檢出，應低於檢測方法之定量極限0.01 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","XIAMEN ZHOUYU SUPPLY CHAIN CO., LTD.","","","51.00  KGM/51.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/09","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899904936065"
"中國大陸","花椒","農藥殘留含量不符規定","54159391 東泉有限公司","臺北市大同區甘州街17號","1211.90.91.30-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥益達胺0.08 ppm","依據「農藥殘留容許量標準」，益達胺以其他* 0.05 ppm為法規容許值，不符合食品安全衛生管理法第15條第1項第5款規定。","FUJIAN DONGQUAN FARM & SIDELINE PRODUCTS COMPLEX DEVELOP CO., LTD.","","荔灣","336.00  KGM/336.00  ","案內不符合商品依規定退運或銷毀。","2026/01/06","2025/12/11","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639032899983184302"
"日本","鮮草莓","農藥殘留含量不符規定","93550633 洋珍國際有限公司","高雄市苓雅區中正二路93號12樓之2","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽芬蟎2.5 ppm","依據「農藥殘留容許量標準」，賽芬蟎於草莓容許量為2.0 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","SANGOKUDO CO., LTD.","","","1,695.00  CTN/929.20  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038901332003608"
"日本","鮮草莓","農藥殘留含量不符規定","90869396 佳和鮮果貿易股份有限公司","彰化縣和美鎮犁盛里十茂路5巷8號","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥亞派占0.28 ppm","依據「農藥殘留容許量標準」，亞派占於草莓為不得檢出，應低於檢測方法之定量極限0.01 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","AGRI PLUS CO., LTD.","","","25.00  CAS/12.50  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/23","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038901435327573"
"印尼","木薯餅","甜味劑含量不符規定","22487569 西霸企業有限公司","新北市新店區中正路四維巷2弄5號5樓","1905.90.90.00-6","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑糖精0.10 g/kg、環己基（代）磺醯胺酸0.15 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，不符合食品安全衛生管理法第18條第1項規定。","CV. PAULINA","","","1,008.00  KGM/1,008.00  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/09","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038901536416017"
"印尼","木薯餅","甜味劑含量不符規定","22487569 西霸企業有限公司","新北市新店區中正路四維巷2弄5號5樓","1905.90.90.00-6","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑糖精0.14 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，不符合食品安全衛生管理法第18條第1項規定。","CV. PAULINA","","","1,008.00  KGM/1,008.00  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/09","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038901631542256"
"印尼","木薯餅","甜味劑含量不符規定","22487569 西霸企業有限公司","新北市新店區中正路四維巷2弄5號5樓","1905.90.90.00-6","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑糖精0.24 g/kg、環己基（代）磺醯胺酸0.02 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，不符合食品安全衛生管理法第18條第1項規定。","CV. PAULINA","","","1,008.00  KGM/1,008.00  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/09","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038901740385988"
"印尼","木薯餅","甜味劑含量不符規定","22487569 西霸企業有限公司","新北市新店區中正路四維巷2弄5號5樓","1905.90.90.00-6","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑糖精0.12 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，不符合食品安全衛生管理法第18條第1項規定。","CV. PAULINA","","","1,400.00  KGM/1,400.00  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/09","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038901852964175"
"中國大陸","冷凍蘿蔔葉","農藥殘留含量不符規定","47855219 虎瑪農產行","嘉義縣六腳鄉更寮村4鄰234號1樓","0710.80.90.90-6","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥陶斯松0.02 ppm","依據「農藥殘留容許量標準」，陶斯松於蘿蔔葉為不得檢出，應低於檢測方法之定量極限0.01 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","SHANDONG HARVEST AGRICULTURAL PRODUCTS CO., LTD.","","","10.00  KGM/10.00  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038901966403093"
"印度","薑黃粉","農藥殘留含量不符規定","07057442 六和化工股份有限公司","台北市中山區德惠街9號6樓","0910.30.00.00-3","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－磷化氫之檢驗(TFDAP0025.01)」【自112.04.20生效】","檢出殘留農藥磷化氫0.02 ppm","依據「農藥殘留容許量標準」，磷化氫於香辛植物類容許量為0.01 ppm，不符合食品安全衛生管理法第15條第1項第5款規定。","NEO NATURAL INDUSTRIES","","","4,000.00  KGM/4,000.00  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/12/08","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038902084806928"
"菲律賓","鮪魚罐","防腐劑含量不符規定","24930883 鋐澄貿易有限公司","臺北市信義區忠孝東路5段1號2樓","1604.14.10.20-6","衛生福利部108年1月30日衛授食字第1081900155號公告修正「食品中防腐劑之檢驗方法(MOHWA0020.03)」","檢出防腐劑苯甲酸0.07 g/kg","依業者提供成分比例換算苯甲酸於醬油之用量為1.1 g/kg，依據「食品添加物使用範圍及限量暨規格標準」，醬油防腐劑用量以Benzoic Acid計為1.0 g/kg以下，不符合食品安全衛生管理法第18條第1項規定。","GENERAL TUNA CORPORATION","","555","200.00  CTN/1,550.00  ","案內不符合商品依規定退運或銷毀。","2026/01/13","2025/11/27","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p639038902207644319"
