"年度","月份區間","分類","檢體名稱","農藥殘留量","抽樣衛生局","抽樣地點"
"112","7~8","根莖菜類","芋頭","合格","新竹縣","City Super/新竹縣竹北市莊敬北路18號B2樓"
"112","7~8","根莖菜類","冷凍芋頭塊","合格","宜蘭縣","鉦旺樂股份有限公司(網購平台)/屏東縣九如鄉九清村九如路二段323號"
"112","7~8","根莖菜類","有機轉型期人蔘山藥(M)","合格","宜蘭縣","棉花田(羅東中正)/宜蘭縣羅東鎮中正路146號"
"112","7~8","根莖菜類","有機甜菜根","合格","宜蘭縣","棉花田(羅東中正)/宜蘭縣羅東鎮中正路146號"
"112","7~8","根莖菜類","白蘿蔔","合格","花蓮縣","花蓮副供站/花蓮縣花蓮市東興三街100號"
"112","7~8","根莖菜類","白蘿蔔","合格","臺北市","凱鴻素食有限公司/臺北市南港區松河街406號"
"112","7~8","根莖菜類","白夢卜(白蘿蔔)","合格","臺東縣","臺東縣臺東地區農會附設農民購物中心-中正/臺東縣臺東市中正路356號"
"112","7~8","根莖菜類","牛奶洋蔥(粒)","合格","花蓮縣","全聯實業股份有限公司玉里仁愛分公司/花蓮縣玉里鎮仁愛路一段116、116-1號1樓"
"112","7~8","根莖菜類","日本北海道山藥","合格","新竹縣","City Super/新竹縣竹北市莊敬北路18號B2樓"
"112","7~8","根莖菜類","日本山藥","合格","高雄市","家福股份有限公司(網購平台)/臺北市中山區樂群三路218號2樓"
"112","7~8","根莖菜類","中國蘿蔔","合格","嘉義市","大潤發流通事業股份有限公司嘉義分公司/嘉義市西區小湖里7鄰博愛路二段281號地下1樓及1樓"
"112","7~8","乾豆類","國產粉質綠豆","合格","彰化縣","彰化縣田尾鄉農會/彰化縣田尾鄉饒平村公所路139號"
"112","7~8","乾豆類","綠豆王","合格","彰化縣","全方位大賣場有限公司員林員東店/彰化縣員林市三條里員東路二段305號"
"112","7~8","乾豆類","綠豆王","合格","彰化縣","全方位大賣場有限公司員林員東店/彰化縣員林市三條里員東路二段305號"
"112","7~8","乾豆類","綠豆王","合格","彰化縣","全方位大賣場有限公司員林員東店/彰化縣員林市三條里員東路二段305號"
"112","7~8","乾豆類","綠豆","合格","新竹市","全家-新竹富美二店/新竹市香山區延平路二段171號1樓"
"112","7~8","乾豆類","精選紅豆","合格","高雄市","芳林購物商號/高雄市大寮區鳳林三路333-1號"
"112","7~8","乾豆類","紅豆","合格","高雄市","隆昌號/高雄市岡山區文賢市場63號"
"112","7~8","乾豆類","有機綠豆","合格","高雄市","阿蓮有機養生館/高雄市阿蓮區中山路49號"
"112","7~8","乾豆類","日正綠豆子","合格","嘉義市","大九九大賣場(九琪有限公司)/嘉義市東區興業東路251號"
"112","7~8","乾豆類","綠豆","合格","嘉義市","全聯實業股份有限公司嘉義興業西分公司/嘉義市西區自強里興業西路243、245號"
"112","7~8","乾豆類","樂亞蜜有機綠豆","合格","新北市","有限責任台灣主婦聯盟生活消費合作社新莊站/新北市新莊區中平路81巷10號"
"112","7~8","乾豆類","鑫旺來綠豆子","合格","雲林縣","超聯五金百貨食品大賣場/雲林縣斗六市石榴路345-1號"
"112","7~8","乾豆類","綠豆子","合格","澎湖縣","全聯實業股份有限公司澎湖海埔分公司/澎湖縣馬公市陽明里海埔路79號"
"112","7~8","乾豆類","綠豆","合格","屏東縣","全家便利商店屏東民榮店/屏東縣屏東市民生路12-2、12-3號"
"112","7~8","乾豆類","綠豆","合格","澎湖縣","全聯實業股份有限公司澎湖海埔分公司/澎湖縣馬公市陽明里海埔路79號"
"112","7~8","乾豆類","綠豆","合格","新北市","大家發實業股份有限公司/新北市板橋區三民路一段101號"
"112","7~8","乾豆類","精選綠豆","合格","雲林縣","瑞盈商行/雲林縣林內鄉中西路8之1號1樓"
"112","7~8","乾豆類","紅豆","合格","臺中市","大台中五金崇德店/臺中市北屯區崇德路二段216號"
"112","7~8","乾豆類","紅豆","合格","臺中市","清水服務區超市(新東陽)/臺中市清水區吳厝里吳厝二街89號"
"112","7~8","梨果類","桃子","合格","高雄市","果子狸水果行/高雄市三民區陽明路389號"
"112","7~8","梨果類","美國加州空運水蜜桃","合格","高雄市","家福股份有限公司鳳山甲一分公司/高雄市鳳山區五甲一路261號"
"112","7~8","梨果類","南非富士蘋果","合格","南投縣","集鮮生鮮/南投縣集集鎮民生路119號"
"112","7~8","梨果類","甜蜜桃(福壽桃)","合格","苗栗縣","順路來水果行/苗栗縣竹南鎮延平路160號"
"112","7~8","梨果類","西洋梨(啤梨)","合格","苗栗縣","順路來水果行/苗栗縣竹南鎮延平路160號"
"112","7~8","梨果類","有機富士蘋果","合格","新竹縣","柑仔店竹北科大店/新竹縣竹北市科大一路91號"
"112","7~8","梨果類","黃金李","合格","雲林縣","大潤發流通事業股份有限公司斗南分公司/雲林縣斗南鎮西岐里文化街119巷21號1、2樓及23、25、27號"
"112","7~8","梨果類","紐西蘭富士蘋果","合格","雲林縣","全聯實業股份有限公司虎尾光復分公司/雲林縣虎尾鎮光復路503-8號1樓"
"112","7~8","梨果類","紐西蘭親語蘋果","合格","雲林縣","全聯實業股份有限公司虎尾光復分公司/雲林縣虎尾鎮光復路503-8號1樓"
"112","7~8","梨果類","紅櫻桃(CHELAN FRESH Sweet Cherries)","合格","臺北市","好市多股份有限公司北投分公司/臺北市北投區立德路117號"
"112","7~8","梨果類","紅櫻桃superfresh growers Sweet Cherries","合格","臺北市","好市多股份有限公司北投分公司/臺北市北投區立德路117號"
"112","7~8","梨果類","白鳳水蜜桃","合格","臺北市","阿一蔬果有限公司/臺北市南港區忠孝東路六段85號1樓"
"112","7~8","梨果類","美國白甜桃","合格","臺北市","全聯實業股份有限公司北投稻香分公司/臺北市北投區稻香里稻香路81號1樓"
"112","7~8","梨果類","美國水蜜桃(盒)","合格","臺北市","全聯實業股份有限公司敦南分公司/臺北市大安區忠孝東路四段126之1號地下1樓"
"112","7~8","梨果類","水蜜桃","合格","臺北市","五常市場/臺北市中山區民族東路18、20號前攤"
"112","7~8","梨果類","智利蘋果","合格","臺北市","蜜世界鮮果專賣店(蜜世界鮮果專賣廣場)/臺北市中山區龍江路356巷67號"
"112","7~8","梨果類","蘋果","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"112","7~8","梨果類","新興梨","合格","新北市","金山地區農會生鮮超級市場/新北市金山區中山路232號"
"112","7~8","梨果類","智利甜香梨","合格","新北市","家福股份有限公司台北土城分公司/新北市土城區青雲路152號B1"
"112","7~8","梨果類","豐水梨","合格","新北市","新北市板橋區農會板農活力超市/新北市板橋區府中路29-1號B1"
"112","7~8","梨果類","新興梨","合格","新北市","慶利水果行/新北市新莊區四維路191號"
"112","7~8","梨果類","空運美國恐龍蛋","合格","嘉義市","好市多股份有限公司嘉義分公司/嘉義市東區忠孝路668號"
"112","7~8","梨果類","空運美國蟠桃","合格","嘉義市","好市多股份有限公司嘉義分公司/嘉義市東區忠孝路668號"
"112","7~8","梨果類","日本青森蜜富士蘋果","合格","嘉義市","瓦克新鮮屋有限公司(網購平台)/臺北市大安區建國南路二段296號"
"112","7~8","梨果類","拉拉山水蜜桃","合格","臺中市","遠百企業股份有限公司豐原分公司/臺中市豐原區水源路420號"
"112","7~8","梨果類","新興梨","合格","桃園市","桃園果菜市場股份有限公司(台榮)/桃園市桃園區中正路403號"
"112","7~8","梨果類","蜜蘋果","合格","桃園市","楊新聯生鮮超市/桃園市楊梅區楊新北路317號"
"112","7~8","梨果類","加州甜桃","合格","桃園市","阿潭的店金陵分店/桃園市平鎮區北貴里金陵路三段10號1樓"
"112","7~8","梨果類","紐西蘭富士蘋果(小)","合格","桃園市","阿潭的店金陵分店/桃園市平鎮區北貴里金陵路三段10號1樓"
"112","7~8","梨果類","紐西蘭富士蘋果(大)","合格","桃園市","阿潭的店金陵分店/桃園市平鎮區北貴里金陵路三段10號1樓"
"112","7~8","梨果類","梨山水蜜桃","合格","新竹市","新竹鮮甜水果商行/新竹市東區南大路151號1樓"
"112","7~8","梨果類","美國加州空運水蜜桃","合格","宜蘭縣","家福股份有限公司(網購平台)/臺北市中山區樂群三路218號2樓"
"112","7~8","梨果類","進口櫻桃","合格","宜蘭縣","家福股份有限公司(網購平台)/臺北市中山區樂群三路218號2樓"
"112","7~8","梨果類","紐西蘭富士蘋果","合格","嘉義縣","全聯實業股份有限公司嘉義新港分公司/嘉義縣新港鄉宮前村中山路72巷2-1號1樓"
"112","7~8","梨果類","紐西蘭PINK LADY(蘋果)","合格","嘉義縣","全聯實業股份有限公司嘉義新港分公司/嘉義縣新港鄉宮前村中山路72巷2-1號1樓"
"112","7~8","梨果類","櫻桃","合格","臺北市","直興市場-青品蔬果行(青品蔬菓行)(臨固1號攤)/臺北市萬華區康定路172巷1號"
"112","7~8","梨果類","蘋果","合格","基隆市","CoCo都可成功茶館/基隆市仁愛區成功一路130號1樓"
"112","7~8","梨果類","新興梨","合格","桃園市","桃園市果菜運銷合作社(富聯)/桃園市龜山區萬壽路二段1339號"
"112","7~8","梨果類","進口富士蘋果-有機","合格","臺南市","里仁事業股份有限公司安中分公司/臺南市安南區安中路三段223-5號"
"112","7~8","梨果類","華盛頓9.5R 櫻桃","合格","高雄市","富邦媒體科技股份有限公司(momo購物網)(網購平台)/臺北市內湖區洲子街96號4樓"
"113","9~10","瓜菜類","絲瓜","合格","高雄市","三商家購股份有限公司湖內正義分公司(美廉社)/高雄市湖內區正義一路129號"
"113","9~10","瓜菜類","櫛瓜","合格","高雄市","全聯實業股份有限公司旗山旗甲分公司/高雄市旗山區永和里旗甲路一段102、106、108、110號"
"113","9~10","瓜菜類","山苦瓜","合格","屏東縣","北大武山休閒農場/屏東縣屏東市南島有機農夫市集"
"113","9~10","瓜菜類","栗子南瓜","合格","屏東縣","源鮮農業生物科技股份有限公司(網購平台)/桃園市蘆竹區中正北路1658號"
"113","9~10","瓜菜類","南瓜","合格","屏東縣","屏東市農會果菜市場/屏東縣屏東市和生路二段221號"
"113","9~10","瓜菜類","有機絲瓜","合格","宜蘭縣","棉花田(羅東中正)/宜蘭縣羅東鎮中正路146號"
"113","9~10","瓜菜類","有機高山櫛瓜","合格","宜蘭縣","棉花田(羅東中正)/宜蘭縣羅東鎮中正路146號"
"113","9~10","瓜菜類","絲瓜","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"113","9~10","瓜菜類","櫛瓜","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"113","9~10","瓜菜類","山苦瓜","合格","宜蘭縣","宜蘭縣農會生鮮調配中心/宜蘭縣宜蘭市林森路155號"
"113","9~10","瓜菜類","有機苦瓜","合格","宜蘭縣","耘心園(有機)/宜蘭縣羅東鎮興東路一九八號一樓"
"113","9~10","瓜菜類","小黃瓜","合格","宜蘭縣","耘心園(有機)/宜蘭縣羅東鎮興東路一九八號一樓"
"113","9~10","瓜菜類","小黃瓜","合格","金門縣","協發/金門縣金沙鎮沙美市場13號"
"113","9~10","瓜菜類","小黃瓜","合格","金門縣","東武生鮮蔬果行/金門縣金沙鎮汶沙里菜市場15號"
"113","9~10","瓜菜類","冬瓜","合格","金門縣","生發/金門縣金城鎮民族路71號"
"113","9~10","瓜菜類","絲瓜","合格","連江縣","市攤-曹○仙/連江縣南竿鄉"
"113","9~10","瓜菜類","胡瓜","合格","連江縣","市場攤位-青菜攤-陳○金/連江縣南竿鄉"
"113","9~10","瓜菜類","絲瓜","合格","連江縣","隆順商店/連江縣南竿鄉介壽村362號"
"113","9~10","瓜菜類","大黃瓜(胡瓜)","三氯松(Trichlorfon) 0.02 (不符使用規定)","臺北市","遠東都會股份有限公司復興店(city super)/臺北市大安區忠孝東路3段300號B3"
"113","9~10","豆菜類","嚴選菜豆(豇豆)","合格","基隆市","菜霸子股份有限公司(網路平台)/新北市板橋區三民路二段37號23樓之2"
"113","9~10","豆菜類","有機菜豆","合格","新北市","棉花田生機園地股份有限公司中平門市/新北市新莊區中平路92巷4號1樓"
"113","9~10","豆菜類","(菜豆)長豇豆","合格","新北市","台灣糖業股份有限公司-北大健康超市/新北市三峽區學成路398號"
"113","9~10","豆菜類","豌豆","合格","新北市","無市招菜商/新北市板橋區國慶路149巷28號"
"113","9~10","豆菜類","敏豆(菜豆)","合格","臺北市","臺北市第二果菜批發市場第18-01號攤承銷號2026/臺北市中山區民族東路336號"
"113","9~10","豆菜類","敏豆(菜豆)","合格","臺北市","全聯實業股份有限公司中山吉林分公司/臺北市中山區吉林路213、215、217、219號1樓"
"113","9~10","豆菜類","敏豆","合格","桃園市","億客城生鮮超市長安店/桃園市觀音區長安路85號"
"113","9~10","豆菜類","菜豆","合格","桃園市","億客城生鮮超市長安店/桃園市觀音區長安路85號"
"113","9~10","豆菜類","四季豆","合格","桃園市","洋城義大利餐廳(中壢大潤發店)/桃園市中壢區中北路二段468號B1"
"113","9~10","豆菜類","菜豆-履歷敏豆","合格","桃園市","大潤發流通事業股份有限公司中壢分公司/桃園市中壢區中北路二段468號"
"113","9~10","豆菜類","產銷履歷四季豆","合格","桃園市","好市多股份有限公司中壢分公司/桃園市中壢區民族路六段508號"
"113","9~10","豆菜類","四季豆","合格","新竹縣","竹北黑毛屋遠百店/新竹縣竹北市十興里1鄰莊敬北路18號6樓"
"113","9~10","豆菜類","有機長豆","合格","新竹市","里仁/新竹市北區經國路二段147號"
"113","9~10","豆菜類","履歷敏豆","合格","臺中市","大潤發流通事業股份有限公司忠明店/台中市北區忠明路499號1樓、2樓、地下1樓"
"113","9~10","豆菜類","長豆","合格","臺中市","喜美超市昌平店/臺中市北屯區昌平路三段185號"
"113","9~10","豆菜類","履歷敏豆","合格","南投縣","台灣楓康超市竹山店/南投縣竹山鎮祖師街79號"
"113","9~10","豆菜類","菜豆-履歷敏豆","合格","嘉義市","家福股份有限公司北門店/嘉義市東區忠孝路346巷21號"
"113","9~10","豆菜類","敏豆","合格","嘉義市","大潤發流通事業股份有限公司嘉義分公司/嘉義市西區小湖里7鄰博愛路二段281號地下1樓及1樓"
"113","9~10","豆菜類","菜豆-履歷敏豆","合格","嘉義市","大潤發流通事業股份有限公司嘉義分公司/嘉義市西區小湖里7鄰博愛路二段281號地下1樓及1樓"
"113","9~10","豆菜類","豇豆-菜豆","合格","嘉義市","大潤發流通事業股份有限公司嘉義分公司/嘉義市西區小湖里7鄰博愛路二段281號地下1樓及1樓"
"113","9~10","豆菜類","豌豆(花蓮豆)","合格","屏東縣","東港農會超市(東港鎮農會生鮮超市船頭店)/屏東縣東港鎮船頭里船頭路1-5號1樓"
"113","9~10","豆菜類","菜豆(豇豆)","普拔克(Propamocarb hydrochloride) 0.50 (0.1)、氟比來(Fluopicolide) 0.02 (不符使用規定)","新北市","好初水果股份有限公司/新北市中和區中山路2段351號"
"113","9~10","豆菜類","豌豆","芬克座(Fenbuconazole) 0.04 (不符使用規定)","新北市","無市招/新北市深坑區深坑街13號"
"113","9~10","豆菜類","敏豆","百克敏(Pyraclostrobin) 0.8 (0.5)","臺北市","大潤發流通事業股份有限公司南湖分公司/臺北市內湖區舊宗路1段188號1至4樓"
"113","9~10","豆菜類","豌豆","凡殺同(Famoxadone) 0.09 (不符使用規定)、賽速安(Thiamethoxam) 0.04 (0.02)","桃園市","永春商號/桃園市桃園區三民路"
"113","9~10","豆菜類","甜豆","護矽得(Flusilazole) 0.02 (不得檢出)、滅芬座(Mefentrifluconazole) 0.02 (不得檢出)","新竹縣","開飯川食堂-竹北遠百店/新竹縣竹北市莊敬北路18號6樓"
"113","9~10","豆菜類","菜豆","芬化利(Fenvalerate) 0.18 (0.1)","高雄市","向田社區超市/高雄市左營區安吉街56號1樓"
"113","9~10","芽菜類","黃豆芽","合格","新竹市","主婦聯盟-新竹站/新竹市東區南大路175號"
"113","9~10","瓜果類","小玉西瓜","合格","基隆市","全聯實業股份有限公司基隆信義分公司/基隆市信義區義六路5之1號底層"
"113","9~10","瓜果類","洋香瓜","合格","基隆市","復興蔬果行/基隆市信義區仁一路61號1樓"
"113","9~10","瓜果類","美濃瓜","合格","桃園市","億客城生鮮超市長安店/桃園市觀音區長安路85號"
"113","9~10","瓜果類","香瓜","合格","桃園市","開心農產蔬果中心寶慶店/桃園市桃園區寶慶路253-1號"
"113","9~10","瓜果類","美濃香瓜","合格","苗栗縣","兄弟水果/苗栗縣苗栗市清華里福星街一號"
"113","9~10","瓜果類","美濃瓜","合格","苗栗縣","大潤發流通事業股份有限公司頭份分公司/苗栗縣頭份市自強路230號1樓及地下一樓"
"113","9~10","瓜果類","美濃瓜","合格","南投縣","大竹商店/南投縣竹山鎮昭德街88號"
"113","9~10","瓜果類","美濃瓜","合格","嘉義縣","富林水果行/嘉義縣朴子市博厚里文化北路73號"
"113","9~10","瓜果類","美濃甜瓜","合格","臺南市","俗俗的賣/臺南市東區東寧路576號"
"113","9~10","瓜果類","美濃瓜","合格","臺南市","大裕生鮮超市/臺南市安南區州南里長和路二段176號1樓"
"113","9~10","瓜果類","香瓜","合格","屏東縣","品順喜滷排骨(113年安泰醫院餐廳供膳業者)/屏東縣東港鎮新街里中正路一段315號"
"113","9~10","瓜果類","甜瓜(美濃)","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"113","9~10","瓜果類","小玉西瓜","合格","臺東縣","家福股份有限公司台東分公司/臺東縣臺東市正氣路300之1號"
"113","9~10","瓜果類","美濃瓜","合格","臺東縣","家福股份有限公司台東分公司/臺東縣臺東市正氣路300之1號"
"113","9~10","瓜果類","美濃瓜","合格","澎湖縣","全聯實業股份有限公司澎湖湖西分公司/澎湖縣湖西鄉湖西村77-18號"
"113","9~10","瓜果類","美濃瓜","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"113","9~10","瓜果類","小玉西瓜","合格","澎湖縣","全聯實業股份有限公司澎湖中華分公司/澎湖縣馬公市光復里中華路46號"
"113","9~10","瓜果類","甜美人西瓜","合格","澎湖縣","全聯實業股份有限公司澎湖中華分公司/澎湖縣馬公市光復里中華路46號"
"113","9~10","瓜果類","甜美人","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"113","9~10","瓜果類","哈蜜瓜","合格","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"113","9~10","瓜果類","小玉西瓜","合格","金門縣","家福股份有限公司金門分公司/金門縣金寧鄉伯玉路二段223號、223號2樓之1、223號2樓之2、223號2樓之3、223號2樓"
"113","9~10","瓜果類","西瓜","合格","金門縣","建宏青果行/金門縣金城鎮民族路101號"
"113","9~10","瓜果類","香瓜","合格","金門縣","汶虹水果行/金門縣金城鎮民族路117號"
"113","9~10","瓜果類","西瓜","合格","金門縣","汶虹水果行/金門縣金城鎮民族路117號"
"113","9~10","瓜果類","香瓜","合格","金門縣","永漢商店/金門縣金城鎮民族路102號"
"113","9~10","瓜果類","西瓜","合格","金門縣","永漢商店/金門縣金城鎮民族路102號"
"113","9~10","大漿果類","奇異果","合格","基隆市","全聯實業股份有限公司基隆東明分公司/基隆市信義區東明路177號1樓"
"113","9~10","大漿果類","綠奇異果","合格","基隆市","統康生活事業股份有限公司八斗子二分公司/基隆市信義區深溪路63號及65號"
"113","9~10","大漿果類","有機奇異果","合格","基隆市","里仁事業股份有限公司/基隆市安樂區麥金路231之11號"
"113","9~10","大漿果類","百香果","合格","臺北市","四季甜工作坊(四季甜蔬果園)/臺北市松山區三民路101巷2之1號"
"113","9~10","大漿果類","木瓜","合格","臺北市","四季甜工作坊(四季甜蔬果園)/臺北市松山區三民路101巷2之1號"
"113","9~10","大漿果類","百香果","合格","臺北市","臺北市第二果菜批發市場第6-07號攤-建福水果行(承銷號1159)/臺北市中山區民族東路336號"
"113","9~10","大漿果類","木瓜","合格","臺北市","臺北市第二果菜批發市場第4-03號攤-阿盆水果行(承銷號1141)/臺北市中山區民族東路336號"
"113","9~10","大漿果類","木瓜","合格","臺北市","臨江早市-通化水果行/臺北市大安區通化街39巷50弄33號"
"113","9~10","大漿果類","酪梨","合格","臺北市","臨江早市-通化水果行/臺北市大安區通化街39巷50弄33號"
"113","9~10","大漿果類","百香果","合格","臺北市","遠百企業股份有限公司忠孝分公司(愛買)/臺北市信義區忠孝東路五段297號B1、B2、B3"
"113","9~10","大漿果類","黑柿木瓜","合格","臺北市","在地人蔬果行/臺北市中山區遼寧街257號"
"113","9~10","大漿果類","火龍果(紅肉)","合格","臺北市","天天買水果行/臺北市北投區自強街109號"
"113","9~10","大漿果類","木瓜","合格","臺北市","天天買水果行/臺北市北投區自強街109號"
"113","9~10","大漿果類","百香果","合格","臺北市","無名果菜攤/臺北市北投區自強街139號(三角窗)前"
"113","9~10","大漿果類","木瓜","合格","臺北市","無名果菜攤/臺北市北投區自強街139號(三角窗)前"
"113","9~10","大漿果類","網室木瓜","合格","臺北市","無市招水果攤(錢進發)/臺北市大安區忠孝東路四段216巷40弄2號"
"113","9~10","大漿果類","紅龍果(火龍果)","合格","臺北市","無市招水果攤(錢進發)/臺北市大安區忠孝東路四段216巷40弄2號"
"113","9~10","大漿果類","木瓜","合格","臺北市","第一果菜批發市場-水果行(周○琪)/臺北市萬華區"
"113","9~10","大漿果類","百香果","合格","桃園市","開心農產蔬果中心寶慶店/桃園市桃園區寶慶路253-1號"
"113","9~10","大漿果類","香蕉","合格","桃園市","大潤發流通事業股份有限公司中壢分公司/桃園市中壢區中北路二段468號"
"113","9~10","大漿果類","小春蜜木瓜","合格","桃園市","大潤發流通事業股份有限公司中壢分公司/桃園市中壢區中北路二段468號"
"113","9~10","大漿果類","特選百香果","合格","桃園市","我家牛排(春日店)/桃園市桃園區東門里春日路150號"
"113","9~10","大漿果類","酪梨","合格","桃園市","好市多股份有限公司中壢分公司/桃園市中壢區民族路六段508號"
"113","9~10","大漿果類","火龍果","合格","新竹縣","森森燒肉竹北莊敬店/新竹縣竹北市鹿場里莊敬南路29號2樓"
"113","9~10","大漿果類","酪梨","合格","新竹縣","全聯實業股份有限公司竹北自強分公司/新竹縣竹北市鹿場里自強五路60號"
"113","9~10","大漿果類","有機火龍果紅肉","合格","新竹市","里仁/新竹市北區經國路二段147號"
"113","9~10","大漿果類","紅龍果","合格","新竹市","主婦聯盟-新竹站/新竹市東區南大路175號"
"113","9~10","大漿果類","有機綠奇異果","合格","新竹市","聖德科斯生機食品新竹光華門市/新竹市北區光華街91號1樓"
"113","9~10","大漿果類","酪梨","合格","新竹市","全聯實業股份有限公司新竹食品分公司/新竹市東區南大里食品路305-1號"
"113","9~10","大漿果類","陽光金奇異果","合格","新竹市","全聯實業股份有限公司新竹食品分公司/新竹市東區南大里食品路305-1號"
"113","9~10","大漿果類","紅龍果","合格","新竹市","全聯實業股份有限公司新竹食品分公司/新竹市東區南大里食品路305-1號"
"113","9~10","大漿果類","白肉火龍果","合格","苗栗縣","北苗水果行/苗栗縣苗栗市福星街147號"
"113","9~10","大漿果類","黃金奇異果","合格","苗栗縣","北苗水果行/苗栗縣苗栗市福星街147號"
"113","9~10","大漿果類","火龍果(白肉)","合格","苗栗縣","蜜天下水果園/苗栗縣頭份市東庄里中央路76號"
"113","9~10","大漿果類","木瓜","合格","臺中市","家福股份有限公司文心分公司/臺中市南屯區文心路一段521號2樓、1樓及地下1樓"
"113","9~10","大漿果類","網室木瓜","合格","臺中市","楓康超市-清水店/臺中市清水區橋頭里中華路465號"
"113","9~10","大漿果類","綠奇異果","合格","臺中市","楓康超市-清水店/臺中市清水區橋頭里中華路465號"
"113","9~10","大漿果類","有機陽光金圓頭奇異果","合格","臺中市","正直村(科博館)/臺中市北區健行路856號一、二樓"
"113","9~10","大漿果類","木瓜","合格","臺中市","小農夫水果店/臺中市大里區大里路439-2號"
"113","9~10","大漿果類","有機綠奇異果","合格","臺中市","聖德科斯生機食品臺中崇德門市/臺中市北區崇德路一段647號"
"113","9~10","大漿果類","有機綠色奇異果","合格","臺中市","里仁事業股份有限公司臺中學府分公司/臺中市南區學府路141號"
"113","9~10","大漿果類","滿天星","合格","南投縣","埔里鎮農會購物中心/南投縣埔里鎮西安路一段6號"
"113","9~10","大漿果類","百香果","合格","南投縣","埔里能高山生機農場股份有限公司/南投縣埔里鎮民族路75號"
"113","9~10","大漿果類","木瓜","合格","南投縣","阿海水果攤/南投縣草屯鎮中山街30號1樓"
"113","9~10","大漿果類","奇異果","合格","嘉義縣","全聯實業股份有限公司嘉義縣水上分公司/嘉義縣水上鄉中興路130號"
"113","9~10","大漿果類","酪梨","合格","嘉義縣","全聯實業股份有限公司嘉義縣水上分公司/嘉義縣水上鄉中興路130號"
"113","9~10","大漿果類","木瓜","合格","嘉義縣","旺來水果行/嘉義縣梅山鄉中山路62號"
"113","9~10","大漿果類","黃金奇異果","合格","嘉義縣","富林水果行/嘉義縣朴子市博厚里文化北路73號"
"113","9~10","大漿果類","蕉滴滴(香蕉)","合格","嘉義縣","全聯實業股份有限公司水上柳林分公司/嘉義縣水上鄉柳鄉村柳子林109-21號"
"113","9~10","大漿果類","陽光圓頭奇異果","合格","嘉義縣","全聯實業股份有限公司水上柳林分公司/嘉義縣水上鄉柳鄉村柳子林109-21號"
"113","9~10","大漿果類","Zespri綠奇異果","合格","嘉義市","家福股份有限公司北門店/嘉義市東區忠孝路346巷21號"
"113","9~10","大漿果類","陽光金圓頭","合格","臺南市","遠百企業股份有限公司台南分公司(愛買)/臺南市永康區中正南路533號"
"113","9~10","大漿果類","木瓜","合格","臺南市","阿華老媽與老爸的木瓜/臺南市楠西區照興里興北53號"
"113","9~10","大漿果類","奇異果","合格","臺南市","金田水果行/臺南市新營區民榮里復興路157之2號1樓"
"113","9~10","大漿果類","綠色奇異果","合格","臺南市","水果店/臺南市北區西門路四段40號"
"113","9~10","大漿果類","有機綠奇異果","合格","臺南市","全聯實業股份有限公司臺南金華分公司/臺南市南區金華路二段85號1樓"
"113","9~10","大漿果類","木瓜","合格","臺南市","濃濃木瓜牛奶/臺南市學甲區濟生路88號"
"113","9~10","大漿果類","酪梨","合格","臺南市","水果店/臺南市北區西門路四段40號"
"113","9~10","大漿果類","木瓜","合格","臺南市","水果店/臺南市北區西門路四段40號"
"113","9~10","大漿果類","木瓜","合格","高雄市","網購食品/高雄市苓雅區凱旋二路132-1號"
"113","9~10","大漿果類","酪梨","合格","屏東縣","屏東縣農會鹽埔辦事處/屏東縣鹽埔鄉鹽南村勝利路44號"
"113","9~10","大漿果類","酪梨","合格","屏東縣","李成地(神農獎有機農場)/屏東縣屏東市民生路4-18號(屏東大學校園)"
"113","9~10","大漿果類","火龍果","合格","屏東縣","北大武山休閒農場/屏東縣屏東市南島有機農夫市集"
"113","9~10","大漿果類","有機綠奇異果","合格","宜蘭縣","棉花田(羅東中正)/宜蘭縣羅東鎮中正路146號"
"113","9~10","大漿果類","酪梨","合格","宜蘭縣","宜蘭縣農會生鮮調配中心/宜蘭縣宜蘭市林森路155號"
"113","9~10","大漿果類","有機石虎山蕉","合格","宜蘭縣","聖德科斯生機食品新宜蘭門市/宜蘭縣宜蘭市中山路三段127號1樓"
"113","9~10","大漿果類","奇異果","合格","宜蘭縣","宜蘭縣農會展售中心/宜蘭縣宜蘭市林森路155號"
"113","9~10","大漿果類","木瓜","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"113","9~10","大漿果類","奇異果","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"113","9~10","大漿果類","履歷香蕉","合格","臺東縣","大潤發流通事業股份有限公司臺東分公司/臺東縣臺東市中興路三段592號"
"113","9~10","大漿果類","百香果","合格","澎湖縣","全聯實業股份有限公司澎湖湖西分公司/澎湖縣湖西鄉湖西村77-18號"
